source_block,cue_id,start_seconds,end_seconds,text
507,507,1367.62,1370.08,las marchas la comunidad que ahí no sé
508,508,1370.08,1372.42,qué pasa nuestra generación y empieza un
509,509,1372.42,1374.279,poquito más de libertad tienen un
510,510,1374.279,1376.679,poquito más de conciencia pero nuestra
511,511,1376.679,1378.6,generación no tuvo los huevos de hacer
512,512,1378.6,1380.279,por ejemplo lo que hoy en día la
513,513,1380.279,1382.23,generación de cristal ha hecho porque
514,514,1382.23,1383.61,por ellos también se ha hecho mucha
515,515,1383.61,1386.549,justicia en muchas cosas entonces en la
516,516,1386.549,1389.25,generación de cristal son nuestros
517,517,1389.25,1391.26,primos son nuestros sobrinos son
518,518,1391.26,1393.149,nuestros hijos a los que estamos
519,519,1393.149,1395.7,educando y ellos están hablando a través
520,520,1395.7,1397.559,de nuestra crianza en nuestra educación
521,521,1397.559,1401.01,ellos son los que están sacando las las
522,522,1401.01,1402.99,cosas como son es un resultado
523,523,1402.99,1406.38,exactamente entonces antes de juzgar
524,524,1406.38,1408.539,chequen por qué están así me parece muy
525,525,1408.539,1410.49,interesante el tema generacional porque
526,526,1410.49,1412.049,en efecto como lo mencionas una
527,527,1412.049,1414.62,generación tiene ciertas cualidades
528,528,1414.62,1417.33,carece de algunas habilidades en
529,529,1417.33,1419.58,consecuencia da de cómo fue la
530,530,1419.58,1421.74,generación antes es ahora en esta
531,531,1421.74,1423.96,específica generación yo no creo que sea
532,532,1423.96,1426.45,por falta de lo que menciona suceda no
533,533,1426.45,1428.46,creo que sea por falta de valor no creo
534,534,1428.46,1430.08,que nos haya faltado valor a las
535,535,1430.08,1432.779,generaciones anteriores con quizá quizás
536,536,1432.779,1434.549,sí o sea si era un camino que tenía que
537,537,1434.549,1436.14,recorrer pero bueno yo pienso en la
538,538,1436.14,1437.76,generación de cristal lo que se viene a
539,539,1437.76,1438.57,sumar
540,540,1438.57,1441.33,como punto para volverlo factible es el
541,541,1441.33,1443.429,tema de las redes sociales sabes el tema
542,542,1443.429,1445.38,de la tecnología el tema de que los
543,543,1445.38,1448.289,movimientos sepan encontrar aunque estén
544,544,1448.289,1451.559,así lejísimos cinco pájaros aquí cinco
545,545,1451.559,1453.48,pájaros en eeuu sociales no era lo mismo
546,546,1453.48,1455.61,en nuestra generación donde aquí
547,547,1455.61,1457.5,protestaban diez personas y en el otro
548,548,1457.5,1459.84,extremo del mundo protestarán 5 entonces
549,549,1459.84,1461.669,es crear la tecnología es un punto
550,550,1461.669,1463.95,importante para que esta generación
551,551,1463.95,1466.5,tenga estados como que estaban de gitano
552,552,1466.5,1468.72,yo que se ponga el crédito de que ellos
553,553,1468.72,1470.73,abrió para decir creo que la tecnología
554,554,1470.73,1472.889,fue algo que les facilitó hacerlo y
555,555,1472.889,1475.11,claro pues ya digo vuelvo a lo mismo
556,556,1475.11,1477.299,todo es un resultado y todo va a votar
557,557,1477.299,1479.73,algo entonces si quieres un resultado
558,558,1479.73,1482.22,diferente de las cosas simplemente no y
559,559,1482.22,1484.529,por eso es lo que te decía al final si
560,560,1484.529,1486.69,tú me dices hoy en día si tú te
561,561,1486.69,1489.0,disfrazas a mí no me afecta es como el
562,562,1489.0,1490.95,viento que a lo mejor no tengas como
563,563,1490.95,1493.98,esta delicadeza o como esta sutileza de
564,564,1493.98,1496.919,poder estarte y tú estás expresando a lo
565,565,1496.919,1499.11,mejor con respeto y la de mejor otras
566,566,1499.11,1502.62,personas que son ajenas lo toman trabajo
567,567,1502.62,1504.99,es un pulgar falta exactamente y no lo
568,568,1504.99,1507.18,tiene por eso se escucha en el contexto
569,569,1507.18,1510.03,quieres aprender quieres saber no
570,570,1510.03,1512.19,entonces hay que hay que enseñar
571,571,1512.19,1514.53,entonces tampoco hagan como un gran show
572,572,1514.53,1519.45,por eso es así o sea de verdad yo no sé
573,573,1519.45,1521.46,a mí no me gustan las marchas a mí yo la
574,574,1521.46,1522.96,verdad no yo creo que se han
575,575,1522.96,1525.93,distorsionado mucho el motivo nunca ha
576,576,1525.93,1527.91,dado como mi opinión sobre esos
577,577,1527.91,1530.46,movimientos pero yo sí creo que son
578,578,1530.46,1533.01,movimientos que si se va por lo que fue
579,579,1533.01,1535.35,creado o sea creo que es lo que hace
580,580,1535.35,1537.0,quizás se distorsione el no saber
581,581,1537.0,1539.25,respetar a veces tú decías que estás un
582,582,1539.25,1541.29,tanto ajena de la comunidad del
583,583,1541.29,1545.32,eléctrico bien que completamente ajena
584,584,1545.32,1547.57,y existe algún motivo por el que no has
585,585,1547.57,1550.6,iniciado su transición o simplemente no
586,586,1550.6,1553.75,no piensa hacerla nunca no lo considera
587,587,1553.75,1556.48,necesario para estar a gusto contigo
588,588,1556.48,1559.87,misma mira te voy a decir algo que es
589,589,1559.87,1563.259,como de mis virtudes pero también de mis
590,590,1563.259,1565.419,de desventaja y la vez que soy una
591,591,1565.419,1568.539,persona como muy distraída sito ahorita
592,592,1568.539,1569.74,me estás atacando
593,593,1569.74,1572.74,el ego ni cuenta me voy pues a menos que
594,594,1572.74,1575.799,sea como muy literal que no tendrán su
595,595,1575.799,1578.5,despacho o sea si es como muy literal si
596,596,1578.5,1581.59,la cacho y entonces si me defiendo no
597,597,1581.59,1582.97,pero siendo la gracia es que a mí es
598,598,1582.97,1586.84,como católico me dices ojo todo o
599,599,1586.84,1589.36,sea en el contexto en el que estamos a
600,600,1589.36,1591.309,lo mejor de como dices así me diste
601,601,1591.309,1592.98,hermanas 6s
602,602,1592.98,1595.96,pero qué pasará si de pronto a lo mejor
603,603,1595.96,1599.409,voy en la calle y me gritan eso lo que
604,604,1599.409,1601.72,también por ejemplo no sé estoy loca que
605,605,1601.72,1603.97,a un niño puede aguantar todos los
606,606,1603.97,1606.49,pilotos horribles que tú
607,607,1606.49,1609.67,o sea pudo soportar que alguien llegue y
608,608,1609.67,1612.61,se va a hacer no sé pero lo que no
609,609,1612.61,1615.0,tolero son los chiflidos a cada núcleo
610,610,1615.0,1617.17,si me lo han hecho por ejemplo en la
611,611,1617.17,1619.42,calle o si he escuchado como comentarios
612,612,1619.42,1622.57,o de pronto están una bolita de huellas
613,613,1622.57,1625.72,del baño que nos queda saber ese tipo de
614,614,1625.72,1628.12,cosas pero vuelvo a lo mismo o sea qué
615,615,1628.12,1631.03,pasaría y de pronto me hice un los
616,616,1631.03,1633.61,albañil o sea yo pasaría así y me
617,617,1633.61,1635.29,encabrona me doy la vuelta y le digo sus
618,618,1635.29,1638.41,madres al final el tema transfóbica o a
619,619,1638.41,1640.87,lo mejor si me ven como un cabrón y una
620,620,1640.87,1643.39,música o algo así por ejemplo a lo que
621,621,1643.39,1646.66,me expongo para qué para qué exponerme o
622,622,1646.66,1649.059,sea para qué compartir de esa energía
623,623,1649.059,1652.059,que tienen ellos y para ellos es
624,624,1652.059,1654.91,gracioso ofender a alguien por un
625,625,1654.91,1657.4,distintivo pues yo creo que las
626,626,1657.4,1659.76,apariencias están hablando realmente
627,627,1659.76,1662.98,entonces a mí la verdad estar acá enorme
628,628,1662.98,1664.57,y la verdad es que a mí no me no me
629,629,1664.57,1667.41,afectaría como tal ni me detendría yo a
630,630,1667.41,1670.27,decirles cosas o no me he detenido a
631,631,1670.27,1673.059,decir cosas la estima enojado porque sí
632,632,1673.059,1677.23,enojado muchas veces e incluso hace como
633,633,1677.23,1679.029,un año
634,634,1679.029,1682.899,la compañía dio mal super y me había
635,635,1682.899,1685.419,enfermado kovic entonces me afectó un
636,636,1685.419,1687.82,tanto los pulmones y demás y el mi
637,637,1687.82,1689.98,recuperación me dejaron este no me
638,638,1689.98,1691.36,dejaron o sea me tiene lo que está para
639,639,1691.36,1694.419,mucho los precios entonces ese día esté
640,640,1694.419,1696.19,aquí hay una plasta exhiba más de
641,641,1696.19,1698.169,cristal vamos a placer que estará este
642,642,1698.169,1700.509,trabajo y gente pues lleva yo con
643,643,1700.509,1703.84,chamarro votado se acompasa así vaya
644,644,1703.84,1707.47,hasta traer chongo en el cosa 0 entonces
645,645,1707.47,1709.899,menso éste ya me voy yo para la casa
646,646,1709.899,1711.46,porque no salió sea independiente nuevo
647,647,1711.46,1714.669,con mi mamá me vaya para mi casa y veo
648,648,1714.669,1718.57,un chico que limpia los parabrisas y me
649,649,1718.57,1722.019,empieza a hablar de después de
650,650,1722.019,1723.67,caminar normal
651,651,1723.67,1726.07,y veo que se cruce la calle se echa a
652,652,1726.07,1728.14,correr así como a media cuadra para
653,653,1728.14,1731.32,esperarme x me doy cuenta y luego es que
654,654,1731.32,1732.76,hizo fue atravesar me en la calle
655,655,1732.76,1735.31,entonces como que se sacó de onda y
656,656,1735.31,1737.23,empieza a actuar yo pensando que me está
657,657,1737.23,1738.72,hecho planteamiento
658,658,1738.72,1742.36,entonces sólo seguí caminando derecho y
659,659,1742.36,1744.7,a continuación veo que viene otro chavo
660,660,1744.7,1746.86,hacia mí que está haciendo como que está
661,661,1746.86,1748.9,revisando la basura me di cuenta que
662,662,1748.9,1751.06,estaba chiflando que cuarta ex plan do
663,663,1751.06,1752.83,el otro le estaba haciendo señas les
664,664,1752.83,1755.56,dije no es a mí entonces no se me
665,665,1755.56,1759.13,quedaba viendo pero atrás de él no había
666,666,1759.13,1764.35,un es un bar ahí salió alguien y cuando
667,667,1764.35,1765.97,establece alguien que venía atrás de mí
668,668,1765.97,1769.54,o sea muy ajeno como que iba no sé al 8
669,669,1769.54,1772.21,no sé el otro se atraviesa y empiezan a
670,670,1772.21,1774.43,chiflar los dos y justo en la otra
671,671,1774.43,1777.52,esquina que me aparecen tres güey igual
672,672,1777.52,1778.96,de la misma pinta como que estaban
673,673,1778.96,1781.93,limpiando los paraguas entonces ahí hay
674,674,1781.93,1783.94,una formación guadalajara cuando me doy
675,675,1783.94,1786.4,cuenta porque ya sabes el instinto
676,676,1786.4,1788.05,muchas veces te avisa tu ángel guardián
677,677,1788.05,1789.29,nos dio
678,678,1789.29,1790.42,entonces
679,679,1790.42,1792.7,sentí la necesidad de entrar a la tienda
680,680,1792.7,1794.99,cuando voy a entrar a la tienda los tres
681,681,1794.99,1796.34,se me ponen enfrente y no me dejaban
682,682,1796.34,1799.67,pasar entonces se empiezan a reír y solo
683,683,1799.67,1801.89,le dije como permiso y los a 20 o sea me
684,684,1801.89,1804.01,metí a la tienda entonces
685,685,1804.01,1806.0,sólo le dije a las chavas que estaban
686,686,1806.0,1808.13,trabajando a prepotear aquí me están
687,687,1808.13,1810.86,siguiendo 5 güeyes entonces la charla o
688,688,1810.86,1813.2,lo que sí que no sé que instale en
689,689,1813.2,1816.05,espiar y 3 estaban afuera de la tienda y
690,690,1816.05,1819.11,los otros dos uno estaba en los estaban
691,691,1819.11,1820.9,en en las
692,692,1820.9,1822.41,apuestas
693,693,1822.41,1824.81,entonces como vieron que empezaron a ver
694,694,1824.81,1827.21,las chavas y demás lo que se empezaron a
695,695,1827.21,1829.07,alejar y demás pero imagínate que
696,696,1829.07,1830.12,hubiera hecho si yo lo hubiera aumentado
697,697,1830.12,1832.34,la madre tuve o sea que hubiera pasado y
698,698,1832.34,1833.9,de volver a mentar la madre mejor
699,699,1833.9,1836.9,alguien a alguien de ellos o lo sé
700,700,1836.9,1838.73,alguna otra cosa usaba lo mismo como
701,701,1838.73,1840.47,para que me expongo lo más sensato que
702,702,1840.47,1841.91,puede haber hecho es como buscar un
703,703,1841.91,1844.509,lugar seguro no arriesgarme
704,704,1844.509,1846.249,y el hombre en lo mínimo a lo mejor
705,705,1846.249,1848.769,versión la pu pisa ahora imagínate si no
706,706,1848.769,1851.409,sabe entonces este tipo de cuestiones y
707,707,1851.409,1852.909,me han pasado pero creo que la se ha
708,708,1852.909,1855.729,afrontado bastante bien también conozco
709,709,1855.729,1858.209,casos de personas que no han tenido como
710,710,1858.209,1861.309,suerte no y donde les han hecho cosas o
711,711,1861.309,1864.699,cosas es la verdad entonces es plaza tu
712,712,1864.699,1866.169,sentido a gente y van a hacer algo por
713,713,1866.169,1868.659,por tu expresión de estas aves que de
714,714,1868.659,1870.639,hecho este chavo el de los
715,715,1870.639,1871.739,limpiaparabrisas
716,716,1871.739,1874.149,ya me había visto como dos o tres veces
717,717,1874.149,1876.82,y siempre me hacía derecho o cosas y
718,718,1876.82,1879.879,sabes pero yo de hecho te digo algo
719,719,1879.879,1883.269,tengo como un vago recuerdo y creo que
720,720,1883.269,1885.039,este niño iba en la misma primaria donde
721,721,1885.039,1886.89,yo estudiaba
722,722,1886.89,1889.89,porque se me hace muy conocido entonces
723,723,1889.89,1892.26,dije no sea por eso digo que ya usando
724,724,1892.26,1894.03,no sin volver ha querido asaltar yo lo
725,725,1894.03,1896.21,hubieran hecho en ese mismo momento
726,726,1896.21,1898.44,no me hubieran dejado entrar a la tienda
727,727,1898.44,1900.18,o veraniegos a me hubiera visitado algo
728,728,1900.18,1902.25,sabes no pero esto no va a ser a chingar
729,729,1902.25,1904.32,si usted realmente era como el chingar o
730,730,1904.32,1907.05,meterme miedo entonces al final pues
731,731,1907.05,1909.78,nunca bache la mirada nunca
732,732,1909.78,1913.6,nunca lo deje de moverme hacia donde yo
733,733,1913.6,1917.14,tenía aquí no entonces a lo mejor si
734,734,1917.14,1918.82,estaban esperando que me regresara para
735,735,1918.82,1920.47,que yo demostrara miedo y a lo mejor se
736,736,1920.47,1924.16,más secarán entre todos o hacer un mal
737,737,1924.16,1925.63,chiste o algo así pues tampoco lo
738,738,1925.63,1928.6,consiguieron sino explicó pero eso no
739,739,1928.6,1930.1,quiere decir que también te vas exponer
740,740,1930.1,1933.22,a algo eso es justo lo que yo o sea lo
741,741,1933.22,1935.02,que siempre pienso cuando veo a las
742,742,1935.02,1937.45,chicas trans saben social como cómo será
743,743,1937.45,1940.57,su día a día como será tener que usar
744,744,1940.57,1943.93,nos el transporte público y pues sí
745,745,1943.93,1946.99,evidentemente él cree en la misoginia y
746,746,1946.99,1949.44,aparte la homofobia que
747,747,1949.44,1952.15,entiendo completamente el feminismo si
748,748,1952.15,1957.1,lo apoyo si no apoyo la violencia si
749,749,1957.1,1959.98,apoyó la libertad tiene empoderamiento
750,750,1959.98,1964.5,queda el feminismo eso sí pero
751,751,1964.5,1969.13,si no anda bien sabes o sea
752,752,1969.13,1973.35,al final qué es lo que pasa cuando
753,753,1973.35,1976.03,generas más violencia ante violencia
754,754,1976.03,1979.75,pues va a terminar mal o sea realmente
755,755,1979.75,1982.3,es algo que no o desde mi punto de vista
756,756,1982.3,1986.68,no ni siquiera le haces caso no o sea es
757,757,1986.68,1988.99,algo que pasa a mal recuerdo porque
758,758,1988.99,1991.09,ahorita por ejemplo las marchas que
759,759,1991.09,1993.4,violentaban y demás todos tienen el
760,760,1993.4,1995.14,recuerdo de que las mujeres pegaron
761,761,1995.14,1999.52,pintaron pero nadie habla del contexto
762,762,1999.52,2002.31,del por qué se hizo eso sabes entonces
763,763,2002.31,2004.62,solamente está recordando que los lo que
764,764,2004.62,2006.57,creen anclado en la mente es que el
765,765,2006.57,2008.78,feminismo eso porque la pared y pegar
766,766,2008.78,2011.88,pintando y pegando porque hay personas
767,767,2011.88,2015.06,enojadas porque no encuentran familiares
768,768,2015.06,2016.01,como
769,769,2016.01,2018.57,es el tema del feminismo es algo que a
770,770,2018.57,2021.9,mí yo lo apoyo totalmente yo no veo mal
771,771,2021.9,2024.03,esa violencia o sal yo no veo mal el que
772,772,2024.03,2025.73,las mujeres protestan de esa forma
773,773,2025.73,2027.99,obviamente estoy consciente que eso va a
774,774,2027.99,2029.91,generar un causó que se generó un caos
775,775,2029.91,2033.0,pero justo desecados surge el cambio
776,776,2033.0,2034.5,sabes cuando pasó el tema de la
777,777,2034.5,2036.78,liberación el ex bético pues tampoco fue
778,778,2036.78,2039.51,muy bien en forma pacífica también tuvo
779,779,2039.51,2042.21,que ser de una forma de que la parte
780,780,2042.21,2044.16,oprimida pues está tan harta que se
781,781,2044.16,2045.96,libera entonces yo entiendo mucho esas
782,782,2045.96,2047.97,acciones no creo que hayan sido las
783,783,2047.97,2050.159,mejores pero quizás no las juzgo porque
784,784,2050.159,2051.659,yo no sé cómo actuaría o sea yo no sé si
785,785,2051.659,2053.49,iría a tirar el ángel de la
786,786,2053.49,2056.25,independencia no sólo a pintarlo si mi
787,787,2056.25,2058.74,mamá o mi hermana fuera parte de esas
788,788,2058.74,2060.599,estadísticas a veces creo que ahí cambia
789,789,2060.599,2063.179,cuando entiendes el porque las personas
790,790,2063.179,2065.429,están reaccionando a ese punto de
791,791,2065.429,2067.56,violento el que bebe te digo algo por
792,792,2067.56,2069.179,ejemplo yo he estado como en estas
793,793,2069.179,2071.04,situaciones donde a lo mejor me han
794,794,2071.04,2074.01,podido hacer cosas hoy en día igual no
795,795,2074.01,2076.02,lo comparto por eso es que por ejemplo
796,796,2076.02,2077.46,lo que estábamos diciendo de las marchas
797,797,2077.46,2078.53,yo
798,798,2078.53,2080.87,siento
799,799,2080.87,2082.82,que las marchas y son como muy de los
800,800,2082.82,2085.91,90s cometieron su función sí y como
801,801,2085.91,2088.73,dicen tuvieron que caminar como en lo
802,802,2088.73,2091.13,que no estaba pavimentado para que estas
803,803,2091.13,2092.72,nuevas generaciones incluyéndome
804,804,2092.72,2094.3,pudiéramos caminar con más tranquilidad
805,805,2094.3,2098.03,no osea su cometido ya fue pero bueno
806,806,2098.03,2101.63,qué pasa si seguimos haciendo marchas ya
807,807,2101.63,2104.72,todo el mundo la toma como una prueba sí
808,808,2104.72,2107.03,entonces qué es lo que pasa cuando por
809,809,2107.03,2111.02,ejemplo algo que la de la liberación de
810,810,2111.02,2113.52,las personas esté de color
811,811,2113.52,2115.65,hubieron marchas hubieron protestas no
812,812,2115.65,2119.13,sé que nos que pero sabes que lograron
813,813,2119.13,2121.8,su cometido en su momento aprobaron
814,814,2121.8,2125.31,derechos estudiaron se prepararon la
815,815,2125.31,2127.18,comunidad
816,816,2127.18,2129.369,ahora es mucha gente que está preparada
817,817,2129.369,2131.559,que tiene puestos altos y demás yo creo
818,818,2131.559,2133.15,que eso es lo que deberíamos de hacer en
819,819,2133.15,2134.859,comunidad por ejemplo gay en la
820,820,2134.859,2136.8,comunidad de transexuales que
821,821,2136.8,2139.93,desafortunadamente el mayor campo
822,822,2139.93,2142.0,laboral para una trans es la
823,823,2142.0,2144.19,prostitución
824,824,2144.19,2147.31,el estilismo por ejemplo porque le
825,825,2147.31,2149.74,pregunto cuando ves a un ajuste de
826,826,2149.74,2153.849,tragos o a una secretaria trans oa una
827,827,2153.849,2155.92,abogada trans a pesar de que las aire
828,828,2155.92,2158.05,donde están las oportunidades para ese
829,829,2158.05,2160.329,campo laboral entonces yo creo que lo
830,830,2160.329,2161.95,que sigue ya no son las marchas así es
831,831,2161.95,2164.05,como prepararnos y es cómo seguir
832,832,2164.05,2165.97,avanzando yo creo que de esa manera
833,833,2165.97,2168.099,vamos a impactar más o vamos a lograr
834,834,2168.099,2171.13,más cuando al final seamos más las que
835,835,2171.13,2173.829,estemos compitiendo por nuestras
836,836,2173.829,2176.589,capacidades a puestos altos no por
837,837,2176.589,2180.79,ejemplo el presidente de eeuu este obama
838,838,2180.79,2184.089,no es aquel logro que satisfacción y que
839,839,2184.089,2185.68,admiración para una persona de color
840,840,2185.68,2187.48,yendo contra todas las especies
841,841,2187.48,2190.3,estadísticas no empezaría si fuera así
842,842,2190.3,2193.03,por ejemplo las las feministas o la
843,843,2193.03,2196.569,comunidad gay no o sea la comunidad
844,844,2196.569,2200.44,bueno general que dejemos de ver es como
845,845,2200.44,2203.26,decir lo que a lo mejor si es gay y todo
846,846,2203.26,2205.39,lo que tú quieras y amas pero como lo
847,847,2205.39,2207.76,dicen no con los borrachos levanten al
848,848,2207.76,2210.91,psicólogo borracho es licenciado no así
849,849,2210.91,2212.86,como lo ves siendo gay
850,850,2212.86,2215.14,es el doctor y está haciendo maestría en
851,851,2215.14,2216.52,esto y está haciendo especialidad en
852,852,2216.52,2219.37,esto ya sabes yo creo que eso es como el
853,853,2219.37,2221.29,siguiente paso que debemos dar como ya
854,854,2221.29,2223.12,las marchas es fiesta ya las marchas son
855,855,2223.12,2226.06,desmadre ya las marchas es como allá ya
856,856,2226.06,2228.55,viene la marcha no ya libre y textura
857,857,2228.55,2231.79,comercial sí entiendo tu punto es
858,858,2231.79,2235.42,sintiendo que quizá la intención de la
859,859,2235.42,2239.23,marcha como tal ya se cumplió eso es un
860,860,2239.23,2241.9,hecho porque realmente remontándonos a
861,861,2241.9,2244.3,la causa o al origen de esa primer
862,862,2244.3,2246.76,marcha pues fue únicamente la protesta
863,863,2246.76,2249.49,personas en aquella noche en la que el
864,864,2249.49,2253.84,bar de eeuu no entonces yo eso veo que
865,865,2253.84,2256.63,más bien es como una pista de una forma
866,866,2256.63,2259.29,de conmemorar de
867,867,2259.29,2262.36,celebrar de cuántos años va desde esa
868,868,2262.36,2265.24,marcha número uno en la que se liberaron
869,869,2265.24,2266.92,ya no piensa que a través de la marcha
870,870,2266.92,2269.77,se donde las personas busquemos la
871,871,2269.77,2271.27,visibilidad porque la visibilidad como
872,872,2271.27,2274.24,dices ya la tenemos este tema de que nos
873,873,2274.24,2276.19,tengamos que seguir preparando pero yo
874,874,2276.19,2279.16,creo que es muy mal si creo ser parte de
875,875,2279.16,2281.86,esas personas que están capacitadas y
876,876,2281.86,2283.93,pueden competir perfectamente contra una
877,877,2283.93,2286.15,persona heterosexual pero sintiendo que
878,878,2286.15,2289.11,gran parte quizá de otras comunidades
879,879,2289.11,2292.2,pues por las pocas posibilidades o por
880,880,2292.2,2295.57,no sé por las pocas ganas incluso pues
881,881,2295.57,2298.36,pueden seguir un poco invisibles en los
882,882,2298.36,2301.57,temas de empresas entonces sintiéndote
883,883,2301.57,2304.33,punto pero yo no veo nada malo en la en
884,884,2304.33,2305.92,la marcha sabes by yo creo que la
885,885,2305.92,2307.75,manzana más es como una forma de
886,886,2307.75,2310.93,conmemorar de recordar de celebrar
887,887,2310.93,2314.71,cuantos años llevamos desde aquel día y
888,888,2314.71,2317.14,se habla así que llevamos pues entiende
889,889,2317.14,2318.94,que forma parte de esta comunidad no no
890,890,2318.94,2320.77,porque propiamente uno haya estado en
891,891,2320.77,2323.71,esta marcha número uno entonces el punto
892,892,2323.71,2326.58,es sentir como la
893,893,2326.58,2329.26,empatía está simplemente por ejemplo la
894,894,2329.26,2330.94,independencia o sea la seguimos
895,895,2330.94,2333.43,celebrando si la celebración es ponerse
896,896,2333.43,2335.89,todos bien a gusto y así pero se sigue
897,897,2335.89,2338.17,conmemorando la independencia de méxico
898,898,2338.17,2339.91,no pues yo más bien creo que va por
899,899,2339.91,2341.41,ellos a como
900,900,2341.41,2343.42,que nuestra fecha histórica desde el
901,901,2343.42,2346.96,momento en que se liberaron pero no creo
902,902,2346.96,2349.03,que en la marcha frontal estemos
903,903,2349.03,2352.15,buscando algo que si nos puede dejar ver
904,904,2352.15,2354.97,muy mal por todas las conductas que lo
905,905,2354.97,2357.22,llevan a tener espacio para presionar o
906,906,2357.22,2359.41,claro claro si es como mi manera mi
907,907,2359.41,2361.53,manera de ver
908,908,2361.53,2364.54,se hace muy poco tiempo de hecho éste
909,909,2364.54,2367.12,está hablando con un grupo de amigos y
910,910,2367.12,2369.1,me decían por qué le dirías a tus nuevas
911,911,2369.1,2370.9,generaciones cuál es tu manera de
912,912,2370.9,2373.21,defender a las nuevas generaciones de tu
913,913,2373.21,2375.07,comunidad que lo único que dije fue eso
914,914,2375.07,2378.25,y creo que esta es mi manera de apoyar a
915,915,2378.25,2380.64,mi comunidad en sus nuevas generaciones
916,916,2380.64,2383.38,es decir si no estás en un lugar donde
917,917,2383.38,2385.33,no estás a voz constante
918,918,2385.33,2387.76,y lucha por lo que tú quieres lucha por
919,919,2387.76,2391.18,esa independencia y la mayor evidencia
920,920,2391.18,2393.76,de que si se pueden las cosas puedo
921,921,2393.76,2395.53,decir que soy una persona que me tomen
922,922,2395.53,2397.99,como como ejemplo soy una persona
923,923,2397.99,2399.43,completa mantiene dependiendo de
924,924,2399.43,2400.99,trabajadora
925,925,2400.99,2405.69,una persona que le ha costado
926,926,2405.69,2408.76,claro exactamente entonces eso es mi
927,927,2408.76,2410.29,manera decirle a mi comunidad está bien
928,928,2410.29,2413.59,o sea todo va a pasar todo va a ganar y
929,929,2413.59,2415.27,todos a poner bien perro todos la buena
930,930,2415.27,2417.52,chingón vamos a dejar en y punta
931,931,2417.52,2418.75,trabajando
932,932,2418.75,2422.55,que no se dejen guiar por por personas
933,933,2422.55,2425.26,personas que ya están donde pudieran
934,934,2425.26,2427.99,hacer tanto y se enfocan en estancarse
935,935,2427.99,2431.59,en seguir nada más destrozando se con
936,936,2431.59,2434.08,que cada quien se preocupe de educar
937,937,2434.08,2437.32,motivar a sus alrededores a sus entornos
938,938,2437.32,2440.38,y todos y seamos eso creo que es cuando
939,939,2440.38,2442.36,ya pasaremos al siguiente punto que es
940,940,2442.36,2444.58,saber ahora si nos fuimos mil veces
941,941,2444.58,2446.65,visibles en las organizaciones pues
942,942,2446.65,2449.14,ahora sí ya podemos que lleguemos a eso
943,943,2449.14,2451.36,y realmente es mi manera de ver linda tu
944,944,2451.36,2453.43,comunidad a tu manera porque al final
945,945,2453.43,2456.4,todos todos estamos con esta lucha tal
946,946,2456.4,2458.59,vez pero yo creo que su mamá es una
947,947,2458.59,2461.26,persona admirable una persona que puedes
948,948,2461.26,2462.85,ver con un respeto que lo puedes ver a
949,949,2462.85,2465.28,los ojos y decir es buena persona a una
950,950,2465.28,2466.57,persona que
951,951,2466.57,2469.54,y al final ese es la misma loca que todo
952,952,2469.54,2471.15,mundo espera
953,953,2471.15,2474.22,yo también con leo yo también hecho
954,954,2474.22,2477.01,desmadre llosa pero también hay momentos
955,955,2477.01,2478.56,se fundían
956,956,2478.56,2481.6,exactamente entonces por ejemplo aquí en
957,957,2481.6,2484.059,el fraccionamiento donde estoy
958,958,2484.059,2486.249,creo que me ganado como ese papel de ser
959,959,2486.249,2488.099,una persona responsable
960,960,2488.099,2489.45,entonces
961,961,2489.45,2490.63,[Música]
962,962,2490.63,2492.45,lo que es manera de
963,963,2492.45,2495.67,cambiar la visión que tienen de nosotros
964,964,2495.67,2499.329,yo creo que en las que la introspección
965,965,2499.329,2502.18,como deforme la que yo ayudo pensar
966,966,2502.18,2505.329,rabil de estos episodios justo como el
967,967,2505.329,2506.769,tratar de empoderar a la gente de
968,968,2506.769,2509.799,decirle todo esto te puede pasar pero si
969,969,2509.799,2511.69,se puede saber es por qué he visto que
970,970,2511.69,2514.18,muchas veces eso es una excusa porque si
971,971,2514.18,2516.88,se puede o sea si te duele y sí pero
972,972,2516.88,2519.609,aguanta sabes o sea la gente que ya
973,973,2519.609,2521.49,estamos hechas para alentar
974,974,2521.49,2524.619,o sea como puede estar entre ambientes
975,975,2524.619,2527.19,de puros hombres hetero ambientes super
976,976,2527.19,2530.2,desinformados y aún así yo estaba en mi
977,977,2530.2,2532.299,empresa e hice una pues hay mi
978,978,2532.299,2534.039,aportación y ahorita no estoy ahí porque
979,979,2534.039,2536.049,pues decidí ahora hacer lo que en verdad
980,980,2536.049,2539.529,me apasiona pero es eso o sea él no nos
981,981,2539.529,2542.259,sentir que es una limitante quizá a un
982,982,2542.259,2544.569,punto menos para poder estar a la altura
983,983,2544.569,2546.869,de cualquier personaje pero
984,984,2546.869,2549.849,este súper importante y te voy a decir
985,985,2549.849,2552.579,porque esto que tú mencionas de que los
986,986,2552.579,2554.619,grises están como para aguantar es que
987,987,2554.619,2556.539,es ahora cagado pero
988,988,2556.539,2559.839,decir que es cierto que las personas
989,989,2559.839,2562.15,gays nacimos para ser libres nacimos
990,990,2562.15,2564.309,para ser auténticos nacimos para ir en
991,991,2564.309,2566.89,contra de todo y al final el hablar de
